datetime,distance,event,detected,source_name,frame_hash
20250127-150124,0,STOP,car,fewers.mp4,515
20250127-150124,0,STOP,car,fewers.mp4,516
20250127-150124,0,STOP,car,fewers.mp4,516
20250127-150124,0,STOP,car,fewers.mp4,517
20250127-150124,0,STOP,car,fewers.mp4,517
20250127-150124,0,STOP,car,fewers.mp4,518
20250127-150124,0,STOP,car,fewers.mp4,518
20250127-150125,0,STOP,car,fewers.mp4,519
20250127-150125,0,STOP,car,fewers.mp4,519
20250127-150125,0,REVERSE,car,fewers.mp4,520
20250127-150125,0,REVERSE,car,fewers.mp4,521
20250127-150125,0,REVERSE,car,fewers.mp4,522
20250127-150125,0,REVERSE,car,fewers.mp4,523
20250127-150125,0,STOP,car,fewers.mp4,524
20250127-150125,0,STOP,car,fewers.mp4,524
20250127-150125,0,REVERSE,car,fewers.mp4,525
20250127-150125,0,REVERSE,car,fewers.mp4,526
20250127-150125,0,STOP,car,fewers.mp4,526
20250127-150125,0,STOP,car,fewers.mp4,527
20250127-150125,0,STOP,car,fewers.mp4,527
20250127-150125,0,STOP,car,fewers.mp4,528
20250127-150125,0,STOP,car,fewers.mp4,528
20250127-150125,0,REVERSE,car,fewers.mp4,529
20250127-150125,0,REVERSE,car,fewers.mp4,530
20250127-150125,0,REVERSE,car,fewers.mp4,531
20250127-150125,0,STOP,car,fewers.mp4,532
20250127-150125,0,STOP,car,fewers.mp4,532
20250127-150125,0,STOP,car,fewers.mp4,533
20250127-150125,0,STOP,car,fewers.mp4,533
20250127-150125,0,PERSON,person,fewers.mp4,533
20250127-150125,0,REVERSE,car,fewers.mp4,534
20250127-150125,0,PERSON,person,fewers.mp4,534
20250127-150125,0,STOP,car,fewers.mp4,535
20250127-150125,0,STOP,car,fewers.mp4,535
20250127-150125,0,PERSON,person,fewers.mp4,535
20250127-150125,0,REVERSE,car,fewers.mp4,536
20250127-150125,0,PERSON,person,fewers.mp4,536
20250127-150125,0,REVERSE,car,fewers.mp4,537
20250127-150125,0,STOP,car,fewers.mp4,537
20250127-150125,0,PERSON,person,fewers.mp4,537
20250127-150125,0,STOP,car,fewers.mp4,538
20250127-150125,0,STOP,car,fewers.mp4,538
20250127-150125,0,PERSON,person,fewers.mp4,538
20250127-150125,0,STOP,car,fewers.mp4,539
20250127-150125,0,STOP,car,fewers.mp4,539
20250127-150125,0,PERSON,person,fewers.mp4,539
20250127-150125,0,STOP,car,fewers.mp4,540
20250127-150125,0,STOP,car,fewers.mp4,540
20250127-150125,0,PERSON,person,fewers.mp4,540
20250127-150125,0,STOP,car,fewers.mp4,541
20250127-150125,0,STOP,car,fewers.mp4,541
20250127-150125,0,PERSON,person,fewers.mp4,541
20250127-150125,0,STOP,car,fewers.mp4,542
20250127-150125,0,REVERSE,car,fewers.mp4,542
20250127-150125,0,PERSON,person,fewers.mp4,542
20250127-150125,0,STOP,car,fewers.mp4,543
20250127-150125,0,STOP,car,fewers.mp4,543
20250127-150125,0,PERSON,person,fewers.mp4,543
20250127-150125,0,REVERSE,car,fewers.mp4,544
20250127-150125,0,STOP,car,fewers.mp4,544
20250127-150125,0,PERSON,person,fewers.mp4,544
20250127-150125,0,REVERSE,car,fewers.mp4,545
20250127-150125,0,PERSON,person,fewers.mp4,545
20250127-150125,0,STOP,car,fewers.mp4,546
20250127-150125,0,STOP,car,fewers.mp4,546
20250127-150125,0,REVERSE,car,fewers.mp4,547
20250127-150125,0,PERSON,person,fewers.mp4,547
20250127-150125,0,STOP,car,fewers.mp4,548
20250127-150125,0,STOP,car,fewers.mp4,548
20250127-150125,0,PERSON,person,fewers.mp4,548
20250127-150126,0,STOP,car,fewers.mp4,549
20250127-150126,0,REVERSE,car,fewers.mp4,549
20250127-150126,0,PERSON,person,fewers.mp4,549
20250127-150126,0,REVERSE,car,fewers.mp4,550
20250127-150126,0,PERSON,person,fewers.mp4,550
20250127-150126,0,REVERSE,car,fewers.mp4,551
20250127-150126,0,PERSON,person,fewers.mp4,551
20250127-150126,0,STOP,car,fewers.mp4,552
20250127-150126,0,STOP,car,fewers.mp4,552
20250127-150126,0,PERSON,person,fewers.mp4,552
20250127-150126,0,STOP,car,fewers.mp4,553
20250127-150126,0,STOP,car,fewers.mp4,553
20250127-150126,0,PERSON,person,fewers.mp4,553
20250127-150126,0,STOP,car,fewers.mp4,554
20250127-150126,0,PERSON,person,fewers.mp4,554
20250127-150126,0,STOP,car,fewers.mp4,555
20250127-150126,0,STOP,car,fewers.mp4,555
20250127-150126,0,PERSON,person,fewers.mp4,555
20250127-150126,0,STOP,car,fewers.mp4,556
20250127-150126,0,STOP,car,fewers.mp4,556
20250127-150126,0,PERSON,person,fewers.mp4,556
20250127-150126,0,STOP,car,fewers.mp4,557
20250127-150126,0,STOP,car,fewers.mp4,557
20250127-150126,0,PERSON,person,fewers.mp4,557
20250127-150126,0,STOP,car,fewers.mp4,558
20250127-150126,0,STOP,car,fewers.mp4,558
20250127-150126,0,PERSON,person,fewers.mp4,558
20250127-150126,0,STOP,car,fewers.mp4,559
20250127-150126,0,STOP,car,fewers.mp4,559
20250127-150126,0,PERSON,person,fewers.mp4,559
20250127-150126,0,STOP,car,fewers.mp4,560
20250127-150126,0,STOP,car,fewers.mp4,560
20250127-150126,0,STOP,car,fewers.mp4,561
20250127-150126,0,STOP,car,fewers.mp4,561
20250127-150126,0,PERSON,person,fewers.mp4,561
20250127-150126,0,STOP,car,fewers.mp4,562
20250127-150126,0,STOP,car,fewers.mp4,562
20250127-150126,0,STOP,car,fewers.mp4,563
20250127-150126,0,REVERSE,car,fewers.mp4,563
20250127-150126,0,REVERSE,car,fewers.mp4,564
20250127-150126,0,STOP,car,fewers.mp4,564
20250127-150126,0,REVERSE,car,fewers.mp4,565
20250127-150126,0,STOP,car,fewers.mp4,566
20250127-150126,0,REVERSE,car,fewers.mp4,566
20250127-150126,0,STOP,car,fewers.mp4,567
20250127-150126,0,STOP,car,fewers.mp4,567
20250127-150126,0,STOP,car,fewers.mp4,568
20250127-150126,0,STOP,car,fewers.mp4,568
20250127-150126,0,REVERSE,car,fewers.mp4,568
20250127-150126,0,STOP,car,fewers.mp4,569
20250127-150126,0,REVERSE,car,fewers.mp4,569
20250127-150126,0,STOP,car,fewers.mp4,570
20250127-150126,0,STOP,car,fewers.mp4,571
20250127-150126,0,STOP,car,fewers.mp4,571
